"sampleID","taxon_group","benthicArea","FFG","number","density","date","year","season","location","microhabitat","mon.precip","mon.ADD","mon.max.discharge","mon.median.discharge","depth","pH","wTemp","DO","light","flow","turb","cond","winter.sediment"
"01DRFA23.DSR","Heptageniidae-cg",0.25,"cg",10,40,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Heptageniidae-scr",0.25,"scr",36,144,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Hydropsychidae",0.25,"cf",10,40,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Isonychiidae",0.25,"cf",0,0,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Leptophlebiidae",0.25,"cg",28,112,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Leuctridae",0.25,"sh",6,24,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Nematomorpha",0.25,"prd",4,16,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Perlidae",0.25,"prd",2,8,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Philopotamidae",0.25,"cf",0,0,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Planorbidae",0.25,"scr",112,448,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Polycentropodidae",0.25,"cf",2,8,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Psephenidae",0.25,"scr",12,48,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","Taeniopterygidae",0.25,"sh",38,152,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","segmentedWorms",0.25,"cg",28,112,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRFA23.DSR","waterMites",0.25,"prd",8,32,2023-09-26,2023,"Fall","Downstream","DSR",150.2,575.9,279,43.8,31.5,7.1,14.9,10.77,19,0.002,9.2,59.4,4500
"01DRSU19.DFR","Apataniidae",0.5,"scr",8,16,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Baetidae",0.5,"cg",9,18,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Chironomidae",0.5,"prd",1,2,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Elmidae",0.5,"scr",9,18,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Ephemerellidae",0.5,"cg",59,118,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Ephemerellidae",0.5,"scr",1,2,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Glossosomatidae",0.5,"scr",8,16,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Heptageniidae-scr",0.5,"scr",87,174,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Hydropsychidae",0.5,"cf",31,62,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Leptophlebiidae",0.5,"scr",1,2,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Limnephilidae",0.5,"sh",1,2,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Limoniidae",0.5,"cg",3,6,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Perlidae",0.5,"prd",4,8,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Philopotamidae",0.5,"cf",1,2,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Rhyacophilidae",0.5,"prd",2,4,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","Thremmatidae",0.5,"scr",36,72,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DFR","segmentedWorms",0.5,"cg",2,4,2019-05-28,2019,"Summer","Downstream","DFR",69.8,384.75,554,137,22.5,7.48,17,10.23,56,0.1565,6.75,127.4,0
"01DRSU19.DM","Apataniidae",0.5,"scr",2,4,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Baetidae",0.5,"cg",5,10,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Dugesiidae",0.5,"prd",1,2,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Elmidae",0.5,"scr",13,26,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Ephemerellidae",0.5,"cg",18,36,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Ephemerellidae",0.5,"scr",7,14,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Glossosomatidae",0.5,"scr",2,4,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Heptageniidae-scr",0.5,"scr",32,64,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Hydropsychidae",0.5,"cf",20,40,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Isonychiidae",0.5,"cf",1,2,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Limnephilidae",0.5,"sh",3,6,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Perlidae",0.5,"prd",4,8,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Philopotamidae",0.5,"cf",1,2,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Planorbidae",0.5,"scr",1,2,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Rhyacophilidae",0.5,"prd",4,8,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","Thremmatidae",0.5,"scr",76,152,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","segmentedWorms",0.5,"cg",1,2,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DM","waterMites",0.5,"prd",3,6,2019-05-28,2019,"Summer","Downstream","DM",69.8,384.75,554,137,22.75,7.47,16.9,10.295,62,0.2935,9.9,128.55,0
"01DRSU19.DSH","Baetidae",0.5,"cg",9,18,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Chironomidae",0.5,"cg",3,6,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Chironomidae",0.5,"prd",2,4,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Dugesiidae",0.5,"prd",4,8,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Elmidae",0.5,"scr",5,10,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Ephemerellidae",0.5,"cg",38,76,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Ephemerellidae",0.5,"scr",4,8,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Glossosomatidae",0.5,"scr",5,10,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Heptageniidae-scr",0.5,"scr",30,60,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Hydropsychidae",0.5,"cf",68,136,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Isonychiidae",0.5,"cf",1,2,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Leuctridae",0.5,"sh",2,4,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Limoniidae",0.5,"cg",3,6,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Perlidae",0.5,"prd",3,6,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Philopotamidae",0.5,"cf",16,32,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Polycentropodidae",0.5,"cf",2,4,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Rhyacophilidae",0.5,"prd",7,14,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Taeniopterygidae",0.5,"sh",1,2,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","Thremmatidae",0.5,"scr",24,48,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","segmentedWorms",0.5,"cg",4,8,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSH","waterMites",0.5,"prd",8,16,2019-05-28,2019,"Summer","Downstream","DSH",69.8,384.75,554,137,19.25,7.475,17.1,10.275,37.5,0.587,10.25,126.65,0
"01DRSU19.DSP","Apataniidae",0.5,"scr",3,6,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Baetidae",0.5,"cg",11,22,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Chironomidae",0.5,"cg",5,10,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Dugesiidae",0.5,"prd",3,6,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Elmidae",0.5,"scr",15,30,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Ephemerellidae",0.5,"cg",18,36,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Ephemerellidae",0.5,"scr",3,6,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Glossosomatidae",0.5,"scr",2,4,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Heptageniidae-scr",0.5,"scr",59,118,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Hydropsychidae",0.5,"cf",27,54,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Isonychiidae",0.5,"cf",4,8,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Leuctridae",0.5,"sh",1,2,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Limnephilidae",0.5,"sh",1,2,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Limoniidae",0.5,"cg",11,22,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Philopotamidae",0.5,"cf",8,16,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Rhyacophilidae",0.5,"prd",3,6,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","Thremmatidae",0.5,"scr",62,124,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","segmentedWorms",0.5,"cg",4,8,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSP","waterMites",0.5,"prd",2,4,2019-05-28,2019,"Summer","Downstream","DSP",69.8,384.75,554,137,16.75,7.49,16.9,10.315,106,0.3195,7.65,127.325,0
"01DRSU19.DSR","Apataniidae",0.5,"scr",4,8,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Asellidae",0.5,"cg",1,2,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Baetidae",0.5,"cg",2,4,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Chironomidae",0.5,"prd",1,2,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Ephemerellidae",0.5,"cg",12,24,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Ephemerellidae",0.5,"scr",1,2,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Heptageniidae-cg",0.5,"cg",3,6,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Heptageniidae-scr",0.5,"scr",73,146,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Hydropsychidae",0.5,"cf",22,44,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Isonychiidae",0.5,"cf",3,6,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Leptophlebiidae",0.5,"cg",1,2,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Leptophlebiidae",0.5,"scr",1,2,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Leuctridae",0.5,"sh",2,4,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Limnephilidae",0.5,"sh",3,6,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Limoniidae",0.5,"cg",4,8,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Perlidae",0.5,"prd",4,8,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Taeniopterygidae",0.5,"sh",4,8,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","Thremmatidae",0.5,"scr",118,236,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","segmentedWorms",0.5,"cg",1,2,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU19.DSR","waterMites",0.5,"prd",5,10,2019-05-28,2019,"Summer","Downstream","DSR",69.8,384.75,554,137,22.5,7.46,16.9,10.1,64,0.1865,6.95,128.05,0
"01DRSU20.DFR","Apataniidae",0.25,"scr",5,20,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Baetidae",0.25,"cg",1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Baetidae",0.25,"scr",1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Chironomidae",0.25,"cg",152,608,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Dugesiidae",0.25,"prd",1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Elmidae",0.25,"scr",51,204,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Ephemerellidae",0.25,"cg",4,16,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Ephemerellidae",0.25,"scr",1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Glossosomatidae",0.25,"scr",23,92,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Goeridae",0.25,"scr",1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Heptageniidae-cg",0.25,"cg",2,8,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Heptageniidae-scr",0.25,"scr",114,456,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Hydropsychidae",0.25,"cf",41,164,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Isonychiidae",0.25,"cf",2,8,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Lepidoptera",0.25,"sh",1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Leuctridae",0.25,"sh",5,20,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Limoniidae",0.25,"cg",21,84,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Perlidae",0.25,"prd",5,20,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Philopotamidae",0.25,"cf",4,16,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Planorbidae",0.25,"scr",11,44,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Polycentropodidae",0.25,"cf",1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Psephenidae",0.25,"scr",16,64,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Rhyacophilidae",0.25,"prd",1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Sciaridae",0.25,NA,1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Sphaeriidae",0.25,"cf",1,4,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
"01DRSU20.DFR","Taeniopterygidae",0.25,"sh",3,12,2020-06-06,2020,"Summer","Downstream","DFR",25.8,445.2,158,63,18.5,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,2200
